extracted_text,llm_label,bioportal_prefLabel,ontology_uri,ontology,mapping_backend,mapping_error,chunk,start,end,source_pass,context,source_chunk_path
D1-and D2-striosomal MSNs,NeuronSubtype,prostaglandin D2 signaling pathway,http://purl.obolibrary.org/obo/PW_0001530,PW,local,,chunk_001,7469,7494,llm_masked_pass,"s that the caudate nucleus and putamen share comparable D1/D2 ratios (Figure 5C). In contrast, both D1-and D2-striosomal MSNs are detected in the NAc shell but are largely absent from the NAc core (Figure 5G-H). This differen",/Users/pujatrivedi/Desktop/MIT/blended_ner_framework/data/papers/multiscale_spatial_transcriptomic/20260602T192339/chunks/chunk_001.txt
NAc shell,BrainRegion,nitrogen assimilation regulatory protein nac (Escherichia coli K-12),http://purl.obolibrary.org/obo/PR_Q47005,PR,local,,chunk_001,7515,7524,llm_masked_pass,"omparable D1/D2 ratios (Figure 5C). In contrast, both D1-and D2-striosomal MSNs are detected in the NAc shell but are largely absent from the NAc core (Figure 5G-H). This differential organization is corrobora",/Users/pujatrivedi/Desktop/MIT/blended_ner_framework/data/papers/multiscale_spatial_transcriptomic/20260602T192339/chunks/chunk_001.txt
NAc core,BrainRegion,nitrogen assimilation regulatory protein nac (Escherichia coli K-12),http://purl.obolibrary.org/obo/PR_Q47005,PR,local,,chunk_001,7557,7565,llm_masked_pass,"trast, both D1-and D2-striosomal MSNs are detected in the NAc shell but are largely absent from the NAc core (Figure 5G-H). This differential organization is corroborated by the expression of established mole",/Users/pujatrivedi/Desktop/MIT/blended_ner_framework/data/papers/multiscale_spatial_transcriptomic/20260602T192339/chunks/chunk_001.txt
TH,GeneOrProtein,TH (indicator),http://uri.interlex.org/temp/uris/phenotype-indicators/TH,NPOKB,local,,chunk_001,7680,7682,llm_masked_pass,"This differential organization is corroborated by the expression of established molecular markers: TH associated with striosome compartments 3, is enriched in the NAc shell, whereas KIRREL3, a matrixas",/Users/pujatrivedi/Desktop/MIT/blended_ner_framework/data/papers/multiscale_spatial_transcriptomic/20260602T192339/chunks/chunk_001.txt
striosome compartments,AnatomicalCompartment,Compartments [PK],http://purl.bioontology.org/ontology/NDFRT/N0000000059,NDFRT,local,,chunk_001,7699,7721,llm_masked_pass,"organization is corroborated by the expression of established molecular markers: TH associated with striosome compartments 3, is enriched in the NAc shell, whereas KIRREL3, a matrixassociated marker 60, is predominantly ex",/Users/pujatrivedi/Desktop/MIT/blended_ner_framework/data/papers/multiscale_spatial_transcriptomic/20260602T192339/chunks/chunk_001.txt
NAc,BrainRegion,Abnormal globus pallidus morphology,http://purl.obolibrary.org/obo/HP_0002453,UPHENO,local,,chunk_001,7744,7747,llm_masked_pass,"n of established molecular markers: TH associated with striosome compartments 3, is enriched in the NAc shell, whereas KIRREL3, a matrixassociated marker 60, is predominantly expressed in the NAc core (F",/Users/pujatrivedi/Desktop/MIT/blended_ner_framework/data/papers/multiscale_spatial_transcriptomic/20260602T192339/chunks/chunk_001.txt
KIRREL3,GeneOrProtein,Kirrel3 (mouse),http://purl.obolibrary.org/obo/MGI_1914953,PR,local,,chunk_001,7763,7770,llm_masked_pass,"lecular markers: TH associated with striosome compartments 3, is enriched in the NAc shell, whereas KIRREL3, a matrixassociated marker 60, is predominantly expressed in the NAc core (Figure 5I). These findin",/Users/pujatrivedi/Desktop/MIT/blended_ner_framework/data/papers/multiscale_spatial_transcriptomic/20260602T192339/chunks/chunk_001.txt
matrixassociated marker,CompartmentMarker,olfactory marker protein (mouse),http://purl.obolibrary.org/obo/PR_Q64288,PR,local,,chunk_001,7774,7797,llm_masked_pass,"kers: TH associated with striosome compartments 3, is enriched in the NAc shell, whereas KIRREL3, a matrixassociated marker 60, is predominantly expressed in the NAc core (Figure 5I). These findings demonstrate that cellula",/Users/pujatrivedi/Desktop/MIT/blended_ner_framework/data/papers/multiscale_spatial_transcriptomic/20260602T192339/chunks/chunk_001.txt
human basal ganglia,UBERON_ANATOMICAL_STRUCTURE,basal ganglia disease,http://www.ebi.ac.uk/efo/EFO_0009533,EFO,local,,chunk_001,8081,8100,llm_pass1,he identification of cell types located within or absent from the anatomical regions comprising the human basal ganglia circuits. Striosome-matrix domains and cross-species orthologous organization Beyond its mesoscal,/Users/pujatrivedi/Desktop/MIT/blended_ner_framework/data/papers/multiscale_spatial_transcriptomic/20260602T192339/chunks/chunk_001.txt
striatum,BRAIN_STRUCTURE,striatum,http://purl.obolibrary.org/obo/UBERON_0002435,UPHENO,local,,chunk_001,8218,8226,llm_pass1,"ome-matrix domains and cross-species orthologous organization Beyond its mesoscale structures, the striatum exhibits micro-domain architecture composed of striosome and matrix compartments 61. To delineate t",/Users/pujatrivedi/Desktop/MIT/blended_ner_framework/data/papers/multiscale_spatial_transcriptomic/20260602T192339/chunks/chunk_001.txt
striosome and matrix compartments,AnatomicalCompartment,D2 Striosome MSN,http://purl.obolibrary.org/obo/CL_4030049,HRA,local,,chunk_001,8274,8307,llm_masked_pass,"ation Beyond its mesoscale structures, the striatum exhibits micro-domain architecture composed of striosome and matrix compartments 61. To delineate these domains, we further applied cellular community analysis restricted to MSN su",/Users/pujatrivedi/Desktop/MIT/blended_ner_framework/data/papers/multiscale_spatial_transcriptomic/20260602T192339/chunks/chunk_001.txt
STR TAC3-PLPP4 interneurons,InterneuronSubtype,STR D1 Sema5a Gaba_3 Trpc6 direct pathway medium spiny neuron (Mmus),http://purl.obolibrary.org/obo/PCL_0113378,PCL,local,,chunk_001,8648,8675,llm_masked_pass,"additional cell types exhibiting previously uncharacterized striosome-matrix enrichments. Notably, STR TAC3-PLPP4 interneurons are exclusively localized to the matrix compartment (Figure 6C, 6D top). These interneurons are pr",/Users/pujatrivedi/Desktop/MIT/blended_ner_framework/data/papers/multiscale_spatial_transcriptomic/20260602T192339/chunks/chunk_001.txt
matrix compartment,AnatomicalCompartment,matrix compartment,http://purl.obolibrary.org/obo/UBERON_0027368,NIFSTD,local,,chunk_001,8709,8727,llm_masked_pass,"striosome-matrix enrichments. Notably, STR TAC3-PLPP4 interneurons are exclusively localized to the matrix compartment (Figure 6C, 6D top). These interneurons are primate-specific 62,63 and likely represent the orthol",/Users/pujatrivedi/Desktop/MIT/blended_ner_framework/data/papers/multiscale_spatial_transcriptomic/20260602T192339/chunks/chunk_001.txt
Tac2+/TH+ interneurons,InterneuronSubtype,Commissural Interneurons,http://purl.jp/bio/4/id/201506074924587030,IOBC,local,,chunk_001,8849,8871,llm_masked_pass,"These interneurons are primate-specific 62,63 and likely represent the orthologous lineage of rare Tac2+/TH+ interneurons that is described in rodents 17,64. In our human dataset, STR TAC3-PLPP4 neurons are among the most",/Users/pujatrivedi/Desktop/MIT/blended_ner_framework/data/papers/multiscale_spatial_transcriptomic/20260602T192339/chunks/chunk_001.txt
striatal interneurons,InterneuronClass,"striatal degeneration, autosomal dominant 2",http://purl.obolibrary.org/obo/MONDO_0014835,EFO,local,,chunk_001,8995,9016,llm_masked_pass,"dents 17,64. In our human dataset, STR TAC3-PLPP4 neurons are among the most abundant population of striatal interneurons (Figure 6E). This expansion is consistent with the trend of expansion for this cell type seen in pr",/Users/pujatrivedi/Desktop/MIT/blended_ner_framework/data/papers/multiscale_spatial_transcriptomic/20260602T192339/chunks/chunk_001.txt
VIP+ and LAMP5+ interneurons,InterneuronType,Commissural Interneurons,http://purl.jp/bio/4/id/201506074924587030,IOBC,local,,chunk_001,9515,9543,llm_masked_pass,"ortical inputs, potentially enabling enhanced sensorimotor and cognitive control 11,65. Conversely, VIP+ and LAMP5+ interneurons display moderate enrichment within striosomal territories (Figure 6C, 6D bottom), although these po",/Users/pujatrivedi/Desktop/MIT/blended_ner_framework/data/papers/multiscale_spatial_transcriptomic/20260602T192339/chunks/chunk_001.txt
striosomal territories,AnatomicalCompartment,Striosomal part of putamen,http://www.semanticweb.org/ontologies/2009/9/Ontology1255357986125.owl#Striosomal_part_of_putamen,BRCT,local,,chunk_001,9579,9601,llm_masked_pass,"ognitive control 11,65. Conversely, VIP+ and LAMP5+ interneurons display moderate enrichment within striosomal territories (Figure 6C, 6D bottom), although these populations are not exclusive to that compartment. To furthe",/Users/pujatrivedi/Desktop/MIT/blended_ner_framework/data/papers/multiscale_spatial_transcriptomic/20260602T192339/chunks/chunk_001.txt
astrocyte,GLIAL_CELL,astrocyte,http://purl.jp/bio/4/id/200906056154300319,IOBC,local,,chunk_001,9965,9974,llm_pass1,d cell-type-specific density profiles as a function of proximity (Figure 6F). This analysis reveals astrocyte and Oligo OPALIN oligodendrocyte enrichment near striosome borders that form boundary-aligned micro,/Users/pujatrivedi/Desktop/MIT/blended_ner_framework/data/papers/multiscale_spatial_transcriptomic/20260602T192339/chunks/chunk_001.txt
Oligo OPALIN oligodendrocyte,OligodendrocyteSubtype,Oligo L1-6 OPALIN middle temporal gyrus oligodendrocyte (Hsap),http://purl.obolibrary.org/obo/PCL_0023073,PCL,local,,chunk_001,9979,10007,llm_masked_pass,"ecific density profiles as a function of proximity (Figure 6F). This analysis reveals astrocyte and Oligo OPALIN oligodendrocyte enrichment near striosome borders that form boundary-aligned microdomains (Figure 6G, 6H bottom). T",/Users/pujatrivedi/Desktop/MIT/blended_ner_framework/data/papers/multiscale_spatial_transcriptomic/20260602T192339/chunks/chunk_001.txt
striatopallidal fiber tracts,WhiteMatterTract,Thalamic Fiber Tracts,http://bioontology.org/projects/ontologies/birnlex#birnlex_749,BIRNLEX,local,,chunk_001,10160,10188,llm_masked_pass,"-aligned microdomains (Figure 6G, 6H bottom). The Oligo OPALIN subtype, previously identified along striatopallidal fiber tracts (Figure 3), appears to delineate the perimeters of striosomal territories and highlights glial cont",/Users/pujatrivedi/Desktop/MIT/blended_ner_framework/data/papers/multiscale_spatial_transcriptomic/20260602T192339/chunks/chunk_001.txt
striosome-to-matrix axis,AnatomicalAxis,axis direction matrix,http://uri.interlex.org/tgbugs/uris/readable/atlas/AxisDirectionMatrix,NPOKB,local,,chunk_001,10467,10491,llm_masked_pass,"ies systematically with spatial proximity to striosomes, we examined transcript gradients along the striosome-to-matrix axis. Several astrocyte-enriched genes exhibit distance-dependent expression patterns (Figure S7A). Clu",/Users/pujatrivedi/Desktop/MIT/blended_ner_framework/data/papers/multiscale_spatial_transcriptomic/20260602T192339/chunks/chunk_001.txt
astrocyte,GLIAL_CELL,astrocyte,http://purl.jp/bio/4/id/200906056154300319,IOBC,local,,chunk_001,10502,10511,llm_pass1,"ximity to striosomes, we examined transcript gradients along the striosome-to-matrix axis. Several astrocyte-enriched genes exhibit distance-dependent expression patterns (Figure S7A). Clustering based on the",/Users/pujatrivedi/Desktop/MIT/blended_ner_framework/data/papers/multiscale_spatial_transcriptomic/20260602T192339/chunks/chunk_001.txt
astrocyte,GLIAL_CELL,astrocyte,http://purl.jp/bio/4/id/200906056154300319,IOBC,local,,chunk_001,10634,10643,llm_pass1,"distance-dependent expression patterns (Figure S7A). Clustering based on these genes resolves four astrocyte subpopulations that occupy distinct positional zones-core, boundary, and perimatrix (Figures 6H, to",/Users/pujatrivedi/Desktop/MIT/blended_ner_framework/data/papers/multiscale_spatial_transcriptomic/20260602T192339/chunks/chunk_001.txt
whole-mouse-brain MERFISH,SpatialTranscriptomicsTechnique,MERFISH,http://www.ebi.ac.uk/efo/EFO_0008992,EFO,local,,chunk_001,10919,10944,llm_masked_pass,. We next investigated cross-species conservation of this organization using the Allen Institute's whole-mouse-brain MERFISH dataset 10. Orthologous mouse MSNs were identified by correlating gene-expression signatures with h,/Users/pujatrivedi/Desktop/MIT/blended_ner_framework/data/papers/multiscale_spatial_transcriptomic/20260602T192339/chunks/chunk_001.txt
Orthologous mouse MSNs,NeuronType,"Mki67 protein, mouse",http://purl.bioontology.org/ontology/MESH/C498355,MESH,local,,chunk_001,10957,10979,llm_masked_pass,"conservation of this organization using the Allen Institute's whole-mouse-brain MERFISH dataset 10. Orthologous mouse MSNs were identified by correlating gene-expression signatures with human subtypes (Figure S8A, B). Mous",/Users/pujatrivedi/Desktop/MIT/blended_ner_framework/data/papers/multiscale_spatial_transcriptomic/20260602T192339/chunks/chunk_001.txt
0268 STR D1 GABA_4,NeuronSubtype,STR D1 Gaba_4 direct pathway medium spiny neuron (Mmus),http://purl.obolibrary.org/obo/PCL_0110838,PCL,local,,chunk_001,11092,11110,llm_masked_pass,"ied by correlating gene-expression signatures with human subtypes (Figure S8A, B). Mouse supertypes 0268 STR D1 GABA_4 and 0267 STR D1 GABA_3 correspond to human STRd D1 Striosome and STRd D1 Matrix MSNs, respectively",/Users/pujatrivedi/Desktop/MIT/blended_ner_framework/data/papers/multiscale_spatial_transcriptomic/20260602T192339/chunks/chunk_001.txt
0267 STR D1 GABA_3,NeuronSubtype,STR D1 Gaba_3 direct pathway medium spiny neuron (Mmus),http://purl.obolibrary.org/obo/PCL_0110837,PCL,local,,chunk_001,11115,11133,llm_masked_pass,"-expression signatures with human subtypes (Figure S8A, B). Mouse supertypes 0268 STR D1 GABA_4 and 0267 STR D1 GABA_3 correspond to human STRd D1 Striosome and STRd D1 Matrix MSNs, respectively (Figure S8C-D). Simila",/Users/pujatrivedi/Desktop/MIT/blended_ner_framework/data/papers/multiscale_spatial_transcriptomic/20260602T192339/chunks/chunk_001.txt
human STRd D1 Striosome,NeuronSubtype,Human NT2 D1,http://www.semanticweb.org/ontologies/STO.owl#OWLClass_c33fcfab_a90c_41a2_899f_597456a57f5a,STO-DRAFT,local,,chunk_001,11148,11171,llm_masked_pass,"subtypes (Figure S8A, B). Mouse supertypes 0268 STR D1 GABA_4 and 0267 STR D1 GABA_3 correspond to human STRd D1 Striosome and STRd D1 Matrix MSNs, respectively (Figure S8C-D). Similarly, finer subclustering of the mouse",/Users/pujatrivedi/Desktop/MIT/blended_ner_framework/data/papers/multiscale_spatial_transcriptomic/20260602T192339/chunks/chunk_001.txt
0277 STR D2 Gaba_4 supertype,NeuronSubtype,STR D2 Gaba_4 indirect pathway medium spiny neuron (Mmus),http://purl.obolibrary.org/obo/PCL_0110847,PCL,local,,chunk_001,11271,11299,llm_masked_pass,"and STRd D1 Matrix MSNs, respectively (Figure S8C-D). Similarly, finer subclustering of the mouse 0277 STR D2 Gaba_4 supertype, designated as A* and B*, map to human STRd D2 Striosome MSN and STRd D2 Matrix MSN, respectively (",/Users/pujatrivedi/Desktop/MIT/blended_ner_framework/data/papers/multiscale_spatial_transcriptomic/20260602T192339/chunks/chunk_001.txt
human STRd D2 Striosome MSN,NeuronSubtype,D2 protein,http://purl.jp/bio/4/id/200906044288913670,IOBC,local,,chunk_001,11333,11360,llm_masked_pass,"rly, finer subclustering of the mouse 0277 STR D2 Gaba_4 supertype, designated as A* and B*, map to human STRd D2 Striosome MSN and STRd D2 Matrix MSN, respectively (Figure S8E-F). Using these orthologous MSN pairs, we delinea",/Users/pujatrivedi/Desktop/MIT/blended_ner_framework/data/papers/multiscale_spatial_transcriptomic/20260602T192339/chunks/chunk_001.txt
striatum,BRAIN_STRUCTURE,striatum,http://purl.obolibrary.org/obo/UBERON_0002435,UPHENO,local,,chunk_001,11505,11513,llm_pass1,"S8E-F). Using these orthologous MSN pairs, we delineated striosome-matrix boundaries in the mouse striatum and performed analogous proximity analyses in which we computed the distance of cells from border o",/Users/pujatrivedi/Desktop/MIT/blended_ner_framework/data/papers/multiscale_spatial_transcriptomic/20260602T192339/chunks/chunk_001.txt
Astro-TE NN_3,AstrocyteSubtype,Fromanvirus astro,http://purl.bioontology.org/ontology/NCBITAXON/1195075,NCBITAXON,local,,chunk_001,11791,11804,llm_masked_pass,"function of distance. The results are highly concordant across species: specific glial populations, Astro-TE NN_3 astrocytes and MOL NN_4 oligodendrocytes, are enriched at striosome borders in mice (Figure 6J-K).",/Users/pujatrivedi/Desktop/MIT/blended_ner_framework/data/papers/multiscale_spatial_transcriptomic/20260602T192339/chunks/chunk_001.txt
astrocytes,GLIAL_CELL,Set of astrocytes,http://purl.org/sig/ont/fma/fma84101,FMA,local,,chunk_001,11805,11815,llm_pass1,"stance. The results are highly concordant across species: specific glial populations, Astro-TE NN_3 astrocytes and MOL NN_4 oligodendrocytes, are enriched at striosome borders in mice (Figure 6J-K). These find",/Users/pujatrivedi/Desktop/MIT/blended_ner_framework/data/papers/multiscale_spatial_transcriptomic/20260602T192339/chunks/chunk_001.txt
